purchase_id,user_id,item,amount,timestamp
7c2cfbcf-0770-418f-8916-01472875ad5d,5682d038-b77f-49b9-b0c9-c51fc80b2af7,Skins,49.84,2025-07-19 23:15:01
3c3c9c08-e523-48a9-9223-d9061db67101,ae8cc97b-555c-4e18-9be2-124ffdd99681,Boost,50.87,2025-10-08 03:57:50
5372ebed-946b-4482-97bb-9fbf71dfc82c,afd380c4-2713-482c-b41e-a3ac5fd23109,Boost,41.72,2025-06-12 17:58:50
e5fbc1c0-ad46-4549-bf41-13cb32e15f17,05804493-b664-4199-ad25-459e8f8937fa,Loot Box,97.06,2025-05-07 11:36:13
537d66c6-1c31-4af3-876a-ec883ae56c8d,bc36dc59-e134-4dfc-9777-7f10f2d2393f,Skins,45.77,2025-03-30 11:04:57
699fdb02-bcdd-4b48-bcb3-c9fa191abb3d,5ee68495-3400-49c3-aa11-905b51facefa,Skins,38.59,2025-03-19 15:43:24
12d2d7e6-387d-4add-a430-81aa6022e3ff,478817ec-c764-432e-8026-27d1fbd1b0c0,Skins,85.67,2025-07-02 21:56:50
e3f713a7-0de9-4f1b-bc02-24e595c89b2d,2a038ad4-a667-4982-9c3d-e1b0022b6683,Boost,76.72,2025-06-19 06:33:24
9c03d65c-ed8a-428c-b756-999b251adf0e,b7e58481-31c6-41ec-935f-2b0aa1384ddc,Loot Box,34.31,2025-06-26 16:49:20
22eb69b1-5f9c-47e0-a328-143e2d9563ed,7e0f60b2-2a06-4609-a599-bd3c0bb81d38,Boost,81.41,2025-06-27 18:26:52
5bcc90fc-a1cc-42d8-b1b4-2308b8463413,74577d47-d825-4010-b911-2943d10bf4dc,Boost,72.15,2025-04-15 17:44:06
083759f8-2090-435e-95fc-f99133c417d5,3a9aca5e-1761-42ed-869f-14f140181c6e,Loot Box,85.8,2025-09-26 19:52:11
22f1c32b-47d5-4c92-8f45-55da91941591,62ccc604-0c53-444b-8053-f649b86d066b,Loot Box,53.78,2025-02-13 03:36:48
6b10b786-7565-4daf-b72d-416dda05d2fc,9ce7eed1-fcdf-4961-a45e-2ad08eefa5dd,Boost,33.58,2025-03-08 11:42:42
e2ebb2d2-3848-42b6-97f4-98e0c2a59d7b,0f25477d-a559-40e7-8910-fade52380bf2,Loot Box,45.62,2025-04-25 15:06:16
cb68a34e-ca1f-4ff2-a823-442c9a87e357,f96c9a0a-3404-402a-abc1-bb5282e4dd4a,Boost,86.22,2025-09-05 18:35:01
2b80e44a-e7d3-4770-9c8d-1adef3e816b5,ebc92914-5176-49d1-9a36-24d62e9ce8ff,Skins,57.04,2025-08-13 12:28:56
3acdc514-dae1-4b28-8d81-64b0f85ad287,d3fbe043-af1d-4a1a-8ccb-235539d1c7ff,Skins,84.89,2025-02-03 13:59:57
7d3d16ca-8592-438f-9b62-a1f76964eb16,7317591a-3283-4aa4-a212-ab7c9d361cb6,Loot Box,5.28,2025-03-26 01:23:28
7677a166-d644-49ae-b936-931e9771d80b,f79efd70-65bc-4272-badd-7ea3aca5e2fd,Loot Box,70.11,2025-04-19 10:03:40
bc7637a0-6d98-4416-bae2-719803b68657,dcb51c53-5b62-48df-893e-904d30ec2796,Loot Box,38.84,2025-04-06 18:59:00
9457f388-6f2a-4c8a-93c9-aacb3f71e1ae,36308a60-1e41-42bb-a7cf-5ce00af5e4a9,Skins,49.54,2025-03-28 08:58:47
f23d9820-977e-4877-ad6f-4ee3e44e7cd1,224a66a6-ac0f-4801-95b2-4e1d97154633,Gold Pack,13.37,2025-02-27 20:29:53
014cc3a1-e5f3-4466-92de-0df8e9ebd446,1bdc74a9-8d3a-4d76-bcaa-281b4e336644,Boost,86.23,2025-06-12 05:54:57
fdc419b2-0a41-4919-8b52-46f3faed5777,7490adeb-57d3-47d3-8fd8-0bbb592c1107,Loot Box,10.77,2025-07-02 18:48:01
089b5b49-8114-4252-84c3-6368bbc51a50,96add4df-adf7-4924-85b8-386b768b4f7e,Loot Box,2.5,2025-06-15 07:47:22
cf4994e0-7ab1-4533-a4f2-2a7c87f797fa,13badc91-a0a5-4de6-939f-71a2f99cea5c,Skins,41.18,2025-11-06 22:03:44
73d3328c-1916-49d3-9240-25eab257e257,703c1286-b717-44cd-a002-91bb44e9f8fb,Skins,8.33,2025-07-12 08:23:28
c0c9c3ed-8ef9-4060-9545-7c643d922952,16476e3f-1127-4207-8eae-1325ea074d80,Boost,34.18,2025-01-05 19:47:26
f32ede3c-6818-4f5b-bb56-588bb172ec53,dd9d2e4d-483e-4d69-9c7a-bd161c153057,Loot Box,64.68,2025-03-26 15:58:03
3d333164-4bb8-4be2-9bc0-798821f969e9,9b47e639-4d25-41eb-af95-be79c971bf51,Boost,84.53,2025-09-09 12:26:38
7ad30e2a-0413-4fc7-973a-0c96ffbb4bcc,dcd28b97-33ca-4a6b-8cd3-af7caf1dcfb8,Loot Box,94.51,2025-09-17 19:51:49
75938f5a-b40b-4353-a96b-e9034e09c596,1d39e9c2-1758-4f23-9fa0-9802bbb71494,Loot Box,86.49,2025-08-10 12:20:03
f9f6b641-063f-461e-956a-bfdfbf4e2e46,ae849217-1d53-434b-b881-39b9ae270da7,Gold Pack,61.51,2025-06-26 15:25:24
dfcb821b-237c-4b55-8596-fab776b90472,cc8ceba9-0662-400c-8188-de48719b2dd6,Skins,62.85,2025-10-01 01:41:31
df1e04cb-ca34-4e3c-af58-9a8167c5b29b,19675f06-bd76-4e35-b5c9-b0479c10c572,Boost,98.75,2025-05-24 20:34:08
a226a75b-b432-4ce9-b6dc-16b5a076aed6,3c4b1eec-6231-4e73-82c2-d2eb01bf9e73,Gold Pack,43.53,2025-01-01 12:42:36
6287729e-1219-4d94-a097-0ff4dc420980,17c95aaa-21bd-45eb-915a-a3c07737cfb5,Gold Pack,75.52,2025-09-26 06:15:45
4bed523c-085f-44d1-87ea-651b5539562b,0ab1a504-1f8c-46e0-a431-13fd8e190d07,Gold Pack,44.48,2025-06-15 09:41:48
f2335074-b2b3-4b39-8510-eaadc0bd44c0,4c9e903a-c4bd-438e-97d7-1fc0092cd030,Boost,89.54,2025-08-26 20:55:31
35078c5d-cb62-45b6-9342-3b4f8add06f9,f97c6c3c-755d-414b-9f5b-a255e5449887,Gold Pack,32.79,2025-11-02 21:49:12
e17f348d-9ed6-4705-94b9-bb4daf4637b3,b38950ce-9fbc-479e-869c-3a8e7d6ab7c2,Gold Pack,29.75,2025-05-11 08:54:04
83c5c510-0e08-4343-aea7-7ea8bc5ad195,e98965f2-2bbf-4e35-84ac-b57d0b3d6dc9,Boost,43.21,2025-09-20 00:13:17
1c684db0-0d33-4496-a352-85395d2e7b90,99a7b99b-a005-45e1-a97a-2846d2eaef18,Skins,53.05,2025-05-29 17:23:57
0a76bd91-9e7f-47a7-b721-5daa5d975cdc,2dbc2134-c30f-446e-8026-695ff8cda88b,Skins,17.66,2025-05-22 23:22:12
8f0ce422-a5ee-44a2-acde-531f5dce8d9b,87d5b7be-1d30-4990-a21b-030782af085c,Gold Pack,60.73,2025-10-01 17:53:55
c6090b78-b597-4e43-8f8d-d99511274cb2,41afeb2a-62c8-43f4-9d06-149ef1eab64a,Loot Box,61.73,2025-03-21 12:03:34
3d170879-55bd-439e-bb33-4e61236e9007,4b726a7c-8f1c-4fa0-b000-0009b4e570ba,Skins,49.77,2025-07-29 13:45:06
bcc4f087-7a7e-4c31-a627-61671d121daf,c90394ea-7d54-4c82-a88f-3435c3b534db,Skins,23.75,2025-10-20 03:43:52
b3ed8f33-f587-426d-9f02-774d9482b42f,8f7c1d59-594b-4a3a-bad4-65a15129950d,Boost,46.04,2025-03-23 11:25:17
39b6410e-c2c9-4b28-beb9-6a4ac0cffa73,f1d188b9-13f3-4289-8dcc-b05dd59ef0fd,Gold Pack,89.09,2025-05-05 10:56:21
80e9b300-4471-4067-a5de-f08e5a4b4fdb,7172f636-48bf-4602-bcd2-e8eb3f5560cd,Loot Box,89.32,2025-09-22 04:10:21
1038f676-0df1-472a-86f2-ff386c451540,9f294a8b-d184-4c39-8476-7556f97be2dd,Skins,8.24,2025-05-25 18:52:34
805f0892-7c79-4dd9-b3d1-2f3e5860c4f4,0f9ca17b-8db8-4adf-ba3e-46b096f84ff7,Boost,97.79,2025-07-24 13:02:15
b5b71c24-785c-487b-9f69-e2b1d45e087f,d8139af7-6766-437b-afa1-79a57a675870,Boost,63.62,2025-07-26 13:42:32
e6426f0b-8869-472a-934c-0a09ada59cb2,27794685-94a5-4fde-b10d-27c89780c215,Loot Box,68.65,2025-04-24 12:06:04
ccc67ffd-5e3e-4e60-9ef6-a99f73b4daf3,ab85fd59-5463-4dc7-8fca-7b6a8fc42092,Loot Box,83.84,2025-09-19 11:40:16
fa63bde0-cf0d-4f06-b177-116df2037633,fd9cfbb0-d1f1-4485-829a-4a7c4c80d33a,Skins,98.94,2025-01-26 11:41:36
75373d14-e24c-424b-a453-c4c23037f0b7,988c24c9-61b1-4d22-a280-1c4510435a10,Loot Box,11.45,2025-02-03 21:46:35
2dc69c90-e5df-47af-a403-c4bc14860c2d,0a17991e-a576-4411-a0a1-1839e7457704,Loot Box,57.05,2025-04-22 23:49:41
1bff56f4-13b2-41ab-b4e5-80aaf5504c52,ae59aa52-a65b-422b-95a3-86d9c362a810,Boost,98.28,2025-03-05 23:43:56
25e050f6-b273-493c-9cad-a48a46a42ee1,fb10987f-20ac-4703-ab67-146a77a6e17c,Boost,3.15,2025-07-12 18:07:08
854bc8fa-344a-41b7-9fff-8cea26870a98,ceef9fa8-b9a5-44d0-8237-01f1bdacdc5e,Loot Box,27.9,2025-09-01 14:38:16
f8360a87-6aa2-4571-8b0d-271605cf079e,d7825ea3-bbff-46e9-93e7-e89335fab528,Gold Pack,90.24,2025-09-23 00:27:37
7951d52b-21cc-4ba7-ae85-4c728a9b7b20,8d532691-6c93-4f69-8269-041a74533044,Loot Box,82.62,2025-05-15 15:28:49
a50a0a29-bcda-435f-b1a0-cff86b8da340,287e4086-a854-427e-9667-3e4981338bdc,Boost,77.02,2025-01-09 08:13:46
05a43113-101d-459e-b066-478c4aa0d842,0a8076ec-e558-4e16-bd29-ede9cab4923b,Skins,60.49,2025-11-08 11:04:48
8505d91d-f28b-4fb9-95bf-1edb3b79da1e,8c6d768e-45bc-43ba-af52-d36e8a63b93c,Boost,22.46,2025-09-08 08:46:43
57c13f7e-9425-4c3a-a964-a11255fc0f2b,73d92ace-b746-4b72-9d00-df1ba83c1c2b,Skins,61.85,2025-09-12 16:07:51
7c743895-5388-4128-896d-525ea5639cf4,89a2688b-12c1-46e0-9998-5f15ff002d4d,Skins,62.57,2025-08-19 10:29:25
d787463d-87b8-495c-b265-a6c2aa757eeb,d0a643fe-a53b-4024-91a6-9d87f54e2019,Gold Pack,31.28,2025-08-02 00:05:56
913767ab-4dd8-4715-b53f-f3e271fc5136,0997623a-e072-4d96-8a1a-81f5ed10f004,Loot Box,4.27,2025-02-21 05:54:09
2bf6f6c4-4e76-44e9-8a12-ba49e5f5cdc8,dd83ad03-7066-4289-9644-84a0d1151fff,Boost,72.77,2025-11-03 12:30:29
5f34fd6c-7bf7-4b57-ba0e-618f428fd941,fea82e3a-b544-41cb-9541-0a9d090aaa93,Gold Pack,90.14,2025-04-22 21:43:05
25f98046-0c1d-480e-9873-9636c50e5194,0134e76b-0ed9-4a95-a26e-865b503be788,Boost,74.25,2025-05-18 03:19:31
2a96c526-f4ca-4e70-b4b7-99ec48cd42c0,aefa823b-613a-4ff9-bbd1-3a438853490b,Skins,20.68,2025-08-29 06:03:05
890a83b4-b639-429e-a929-8691ec93e43d,700e0efc-e4ff-431a-9b86-ea6954231dbe,Boost,53.02,2025-04-21 18:41:27
d6de70c5-2ce4-499d-b924-08c32ea9ef6c,114125c6-3a9b-4dd4-8f12-59e0a18ff6b6,Boost,82.39,2025-10-03 00:04:27
cb618d75-aa96-4dfb-a79b-265ab15f3994,effad15b-bea6-450f-8acc-b23cba6dbed8,Boost,90.58,2025-03-01 14:34:55
0a88e6ca-1dee-4b6d-bce7-5d1e2947fd26,9bc0fa93-52cd-4def-b9d2-76f4d37ee471,Loot Box,95.8,2025-05-03 23:10:00
42aa0bc7-70de-43fc-a060-917a931414e8,fd9e8e20-72f6-4958-92ef-61016082786f,Boost,74.16,2025-05-24 13:35:38
b506c24d-8fff-49f7-b485-0fcd2f3b2b18,10c2c2e5-a07e-4fb1-81e0-6ad888802d4d,Boost,79.81,2025-01-14 11:19:32
58065bae-fa5f-4fdb-9123-39faaa61b32f,35f0b1be-7aa1-419a-ba93-98bbacdbd5f2,Loot Box,95.36,2025-02-27 10:56:24
f9b81e65-8a34-426b-b2cc-3fc55f775a7a,147d7bfc-5eef-4d1e-b8c5-ef5e4359ff43,Skins,74.91,2025-03-05 03:31:10
eba18fa8-1f19-485b-8d33-0569889cd33d,fb2ca025-adf4-462d-a651-529e8268690b,Skins,85.29,2025-01-10 16:19:11
c4bd9b59-7fd9-496f-ae5a-88566791659c,7c967f79-b7e9-4aca-a970-65e18e46d534,Loot Box,95.79,2025-02-26 11:04:33
51f9cd77-ed85-4a6d-b542-2851f2a24da4,0a167e18-290e-4e89-8b9c-22f468e5c8cd,Boost,9.85,2025-03-02 14:31:18
8bd03267-bd0e-41ce-b85b-c2d301196e6d,bba41ae0-adf8-4767-a261-ddef5c074653,Loot Box,2.36,2025-07-17 01:23:41
4ba99d78-b498-45d0-a5b1-c79954cecee7,fd85d7fa-8ac9-4b01-a3ad-64d4eab9eb02,Gold Pack,45.57,2025-07-04 01:10:03
f1aa9ba0-f838-41c5-8a32-1d2ae55ec749,3f5fbf4f-d417-4230-9274-ee11b61df906,Boost,58.29,2025-10-20 21:17:45
aab9278d-92df-4f99-be7b-178dfb0e7c28,988c24c9-61b1-4d22-a280-1c4510435a10,Boost,11.62,2025-02-27 02:55:02
e82956cf-ba81-4860-90b3-032dccb1063d,65db6e43-47bf-4db7-82d9-a774ea7f6c7d,Skins,47.2,2025-06-21 16:43:20
bb4ccb14-1cc0-4764-b06b-efca56b405d7,9a3a6103-6e3c-4532-9434-8f626cac028c,Boost,90.7,2025-07-06 00:25:43
ad91f456-23b1-4ebd-8a42-be3fe671d582,70ecf41b-c5d5-4016-91b3-ccf588433a38,Skins,64.47,2025-08-02 23:19:09
66d137f6-0659-410a-8ede-79b61deb979d,65c17795-b155-46bc-9f8d-ed9756abf2f1,Loot Box,90.12,2025-08-28 19:43:19
5b7e24ca-722b-4439-b869-d3c9d743b5a8,7b5a611a-f1b6-4afe-931e-df1ae9ff1cae,Boost,64.63,2025-02-05 21:59:11
a42d10f5-9baf-4c20-8e16-af3f538cc0ca,ae441e21-d258-44f2-a5d4-a0fc61542765,Gold Pack,14.7,2025-03-17 18:55:38
c8022f8e-38de-4b6e-86c4-5e42955bc346,05000bc6-b20d-4b6e-b231-1f1795863a76,Gold Pack,30.83,2025-10-25 21:50:41
15661feb-05c5-4f8d-b21a-6c3f47263c24,175ba98d-f814-4102-bde1-bdfed0725b5c,Loot Box,12.38,2025-07-29 02:21:58
abeb35d1-ad54-46bc-b209-8a7bd975a562,95804c2a-c44f-44b8-9b80-b8d18788dfed,Skins,87.95,2025-02-03 22:24:43
31c77a44-64f8-4226-8304-81c2f9d09e26,6d84414d-f541-41ea-bde9-1c42002c4c22,Skins,39.09,2025-07-10 11:28:06
82f552c8-9ae6-4149-9a69-78cf51589375,98d3148b-503b-4078-a39c-9ec6f7464c02,Boost,66.71,2025-01-22 18:24:05
65c65c7b-5c6e-4f5a-aab1-33bae88ffab5,0ac4de85-4a5b-4aff-a57f-7595cdfb4db9,Loot Box,58.56,2025-02-27 10:57:21
5ea011cd-6d79-48bf-9a92-e740b74966cb,a0017720-200b-4903-8642-6c458d03f17a,Skins,87.77,2025-05-30 22:49:49
584cb0f7-48de-48be-831e-ef965f71dcc4,9c6d52d5-ae2e-4af9-9f8c-c29ffd350c5f,Gold Pack,82.7,2025-05-17 10:51:58
dfd23d15-7211-4575-ba3e-fd034edeae5f,db3fb4a2-161d-4acf-9eb6-d1f0f5321352,Loot Box,93.03,2025-08-06 21:12:24
e3472e25-ba54-48fd-b737-cc38166cdd33,798e175f-efb5-4207-9dec-c40bafe3af13,Boost,4.21,2025-06-22 12:26:01
cdbe5548-6a65-46e8-be1a-d905bdd4c1f2,ceef9fa8-b9a5-44d0-8237-01f1bdacdc5e,Boost,22.29,2025-06-21 20:26:22
ba5e4066-ce40-424a-a9ee-29f449e3eb48,260ccfb4-c673-4380-a766-861778dbcde3,Loot Box,94.15,2025-06-14 14:24:08
23bab528-6a08-4aa0-a57c-5c02ba85e403,b85f164b-6160-4399-9307-3198bc3eb402,Boost,10.74,2025-08-17 00:54:53
3531518a-24c5-4b47-9609-34d199125090,dbbd3290-a6ed-4add-ab04-cd299c48c830,Boost,54.36,2025-04-28 18:19:08
867a211a-de16-4c17-bd06-a17979803efa,e5af6e39-7227-44e6-8c41-561be827a1b9,Boost,6.93,2025-05-11 06:18:38
9736bb4f-f5c8-4e3c-aee3-1d4710ecf6ae,74915c14-a30b-469c-9c40-50454a22eae9,Boost,19.6,2025-10-21 15:29:37
68d26992-01b1-4626-96a4-8bfa60329ee6,2d54ff2b-10ee-4f77-b45e-2eafc1fda581,Gold Pack,94.0,2025-09-06 02:06:12
2cc5c9de-6a1d-4731-85f8-e14dea16ce6e,90ce82e8-e9a5-4368-9812-9eb27c13f47a,Loot Box,9.98,2025-08-04 20:33:37
c157a761-9162-46db-b5d2-bf7f764d7e7c,3ce5988c-7e53-4702-a1f8-d1929ba4d5a6,Skins,63.89,2025-02-23 04:15:09
61bba5fb-d510-4bc0-af9e-1ddb33028b32,3002d831-3227-48d8-9c60-c81b41191aa7,Gold Pack,5.96,2025-04-23 09:59:32
d2a2f839-0acf-46ac-bd97-04fe8dca3908,45ff2c83-b495-4b4e-8245-6fb44ab7706e,Boost,24.87,2025-11-17 21:11:32
4dcd5534-95d0-4545-95a7-60234d4f6814,98611260-1869-4755-a85c-1ec9d1cbc092,Skins,78.12,2025-07-11 21:21:01
397a284f-76a4-479b-bd67-34588f2d0b17,eb91731a-1eb0-4b4a-9b4f-fd5fc7688339,Skins,7.72,2025-01-11 10:10:01
433ecd2c-276e-4d67-80a0-586eca8d5d5a,73d92ace-b746-4b72-9d00-df1ba83c1c2b,Skins,58.47,2025-04-27 13:46:53
a2f5a68b-d590-4435-a3fb-6d0bf4be28b4,7e0f60b2-2a06-4609-a599-bd3c0bb81d38,Skins,33.2,2025-07-03 12:24:10
e4871ab3-aa79-4de7-a760-49771fca0f16,f6e5203c-a237-4e6f-9473-45345aea6352,Skins,78.29,2025-04-22 17:27:22
e8239943-7dec-4605-adeb-57f96acac954,7a25ed81-4128-47eb-a246-29cd6cecdf82,Gold Pack,28.17,2025-09-25 03:09:47
1e8e06ed-0748-4379-bea7-f419a510af65,f05eeefe-8ece-4128-96ce-4b42fc9e1dcb,Skins,97.78,2025-10-24 23:41:30
f87ae6de-fe8c-4aab-be38-8a1946f7b20a,2f383b43-a137-48e4-a7b1-3040cc39b925,Boost,79.25,2025-01-26 21:55:13
94c0b9e0-5c9c-4570-bedd-62a79950f11a,7a25ed81-4128-47eb-a246-29cd6cecdf82,Gold Pack,65.78,2025-07-06 14:27:11
42067d80-de4b-4b12-afa2-2f9290c97f00,774c0afa-7f4d-408c-a1ff-f6c08347f1da,Gold Pack,13.92,2025-09-01 21:20:50
b1ba0bea-f969-4579-b9dd-cdd4af97fbd2,1346d1a9-f680-4cdb-b7e4-90c71d7bc313,Boost,78.42,2025-11-14 18:55:47
bba31668-8334-4524-9f8a-2e3c1e9d095b,55d596af-a663-42cd-b6f6-dbf1d6d441cc,Skins,58.71,2025-08-12 09:50:46
29b05b37-4271-4779-9864-465a047dd583,21acfdb5-1b55-4f6d-b01c-6abfc7739d46,Gold Pack,18.08,2025-08-14 21:24:46
7606fa34-51d6-4f11-a569-3e130efa8993,3bcdf203-459e-4674-b3e7-f042516c3b0a,Gold Pack,13.42,2025-09-27 05:51:58
0d8a16f3-29ce-4bfa-9b7d-9d2d22aff503,e80382eb-3677-4be4-970c-9eb4c4ea4ece,Loot Box,52.56,2025-04-16 21:28:18
e97fb025-a2e1-4798-ab65-450b5c75352c,ae849217-1d53-434b-b881-39b9ae270da7,Gold Pack,47.67,2025-05-19 06:00:51
8794ac7e-4aaa-4f99-8a34-041e0c78947b,fab1996a-2192-4613-9247-e8512e0d3860,Boost,51.3,2025-09-06 03:24:47
319dd940-838c-4137-93aa-e9c8efb278fd,4282b6e4-6986-405a-9da3-f9cf4ed0730d,Gold Pack,45.3,2025-10-25 15:45:40
1831b802-c3c2-4ee6-aee9-4ed9a0c69223,864f36dd-69ec-49d5-86ec-ed9954470290,Skins,93.65,2025-08-21 12:52:15
52965cf3-8b30-4b4c-aac9-6b60c0ac430a,daada0b1-2f13-4a6d-aad5-5c0b69fb2fe6,Gold Pack,72.27,2025-05-03 19:17:41
ccc4c0a9-af5a-41cc-9851-95acd3aa9b27,01aec505-99a0-4abb-99e9-54331453e17e,Boost,45.89,2025-04-27 22:11:50
b0377c52-b2ad-4fa6-af79-3d4a457e55cb,4ddb1b36-272c-4588-84a2-576c1fc905f8,Gold Pack,6.96,2025-05-21 18:57:22
5a0461c9-947d-4fcf-88cf-c53d188889ce,d5aba8ae-9112-4bc0-bd8f-95f4905f9096,Loot Box,84.04,2025-11-16 17:51:01
84a6d693-230f-4e69-834d-42fd24caabcb,ccca1e14-c3b8-480f-8440-8e983d53ec43,Loot Box,68.24,2025-04-20 07:00:13
697878c1-7c22-47a0-875f-f3685f7ddbb1,864f36dd-69ec-49d5-86ec-ed9954470290,Loot Box,70.82,2025-05-13 03:56:52
1a380e8e-29bc-4734-a929-66beebc095f5,90c80420-2703-4b27-958c-2936b18678ce,Loot Box,8.2,2025-03-26 14:45:12
d4e20134-389a-44fd-80dd-b3862790e92f,011c4544-7fb3-4be5-b6bf-2f7222778161,Gold Pack,32.57,2025-03-15 04:10:18
